                                                                       07 Mar 2017 13:35:19
Place-INPE-CRN-To-Satellite-Scd2


Start Time (DD/MM/YYYY)     Stop Time (DD/MM/YYYY)    Duration (sec)    Max Elevation (deg)
10/03/2017 11:33:27.000          169.457              8.416    2396.185043
10/03/2017 11:33:28.000          169.290              8.404    2397.137316
10/03/2017 11:33:29.000          169.123              8.391    2398.106050
10/03/2017 11:33:30.000          168.956              8.379    2399.091221
10/03/2017 11:33:31.000          168.789              8.366    2400.092809
10/03/2017 11:33:32.000          168.623              8.353    2401.110794
10/03/2017 11:33:33.000          168.456              8.340    2402.145152
10/03/2017 11:33:34.000          168.290              8.326    2403.195862
10/03/2017 11:33:35.000          168.124              8.312    2404.262902
10/03/2017 11:33:36.000          167.958              8.299    2405.346249
10/03/2017 11:33:37.000          167.792              8.284    2406.445880
10/03/2017 11:33:38.000          167.627              8.270    2407.561772
10/03/2017 11:33:39.000          167.461              8.256    2408.693901
10/03/2017 11:33:40.000          167.296              8.241    2409.842244
10/03/2017 11:33:41.000          167.131              8.226    2411.006776
10/03/2017 11:33:42.000          166.966              8.211    2412.187473
10/03/2017 11:33:43.000          166.801              8.196    2413.384311
10/03/2017 11:33:44.000          166.636              8.181    2414.597262
10/03/2017 11:33:45.000          166.472              8.165    2415.826305
10/03/2017 11:33:46.000          166.308              8.149    2417.071412
10/03/2017 11:33:47.000          166.144              8.133    2418.332557
10/03/2017 11:33:48.000          165.980              8.117    2419.609714
10/03/2017 11:33:49.000          165.816              8.101    2420.902857
10/03/2017 11:33:50.000          165.653              8.084    2422.211960
10/03/2017 11:33:51.000          165.489              8.067    2423.536993
10/03/2017 11:33:52.000          165.326              8.050    2424.877933
10/03/2017 11:33:53.000          165.163              8.033    2426.234750
10/03/2017 11:33:54.000          165.000              8.016    2427.607415
10/03/2017 11:33:55.000          164.838              7.999    2428.995903
10/03/2017 11:33:56.000          164.676              7.981    2430.400183
10/03/2017 11:33:57.000          164.513              7.963    2431.820229
10/03/2017 11:33:58.000          164.351              7.945    2433.256009
10/03/2017 11:33:59.000          164.190              7.927    2434.707498
10/03/2017 11:34:00.000          164.028              7.909    2436.174662
10/03/2017 11:34:01.000          163.867              7.890    2437.657475
10/03/2017 11:34:02.000          163.706              7.871    2439.155905
10/03/2017 11:34:03.000          163.545              7.852    2440.669925
10/03/2017 11:34:04.000          163.384              7.833    2442.199500
10/03/2017 11:34:05.000          163.224              7.814    2443.744604
10/03/2017 11:34:06.000          163.063              7.795    2445.305203
10/03/2017 11:34:07.000          162.903              7.775    2446.881268
10/03/2017 11:34:08.000          162.743              7.755    2448.472766
10/03/2017 11:34:09.000          162.584              7.735    2450.079668
10/03/2017 11:34:10.000          162.424              7.715    2451.701940
10/03/2017 11:34:11.000          162.265              7.695    2453.339552
10/03/2017 11:34:12.000          162.106              7.674    2454.992469
10/03/2017 11:34:13.000          161.948              7.654    2456.660661
10/03/2017 11:34:14.000          161.789              7.633    2458.344096
10/03/2017 11:34:15.000          161.631              7.612    2460.042739
10/03/2017 11:34:16.000          161.473              7.591    2461.756559
10/03/2017 11:34:17.000          161.315              7.570    2463.485521
10/03/2017 11:34:18.000          161.157              7.548    2465.229594
10/03/2017 11:34:19.000          161.000              7.526    2466.988742
10/03/2017 11:34:20.000          160.843              7.505    2468.762932
10/03/2017 11:34:21.000          160.686              7.483    2470.552132
10/03/2017 11:34:22.000          160.530              7.461    2472.356304
10/03/2017 11:34:23.000          160.373              7.438    2474.175418
10/03/2017 11:34:24.000          160.217              7.416    2476.009435
10/03/2017 11:34:25.000          160.061              7.393    2477.858323
10/03/2017 11:34:26.000          159.906              7.371    2479.722049
10/03/2017 11:34:27.000          159.750              7.348    2481.600573
10/03/2017 11:34:28.000          159.595              7.325    2483.493865
10/03/2017 11:34:29.000          159.440              7.302    2485.401884
10/03/2017 11:34:30.000          159.286              7.278    2487.324598
10/03/2017 11:34:31.000          159.131              7.255    2489.261973
10/03/2017 11:34:32.000          158.977              7.231    2491.213968
10/03/2017 11:34:33.000          158.823              7.207    2493.180550
10/03/2017 11:34:34.000          158.670              7.183    2495.161685
10/03/2017 11:34:35.000          158.516              7.159    2497.157331
10/03/2017 11:34:36.000          158.363              7.135    2499.167455
10/03/2017 11:34:37.000          158.210              7.110    2501.192022
10/03/2017 11:34:38.000          158.058              7.086    2503.230991
10/03/2017 11:34:39.000          157.905              7.061    2505.284326
10/03/2017 11:34:40.000          157.753              7.036    2507.351994
10/03/2017 11:34:41.000          157.602              7.011    2509.433952
10/03/2017 11:34:42.000          157.450              6.986    2511.530166
10/03/2017 11:34:43.000          157.299              6.961    2513.640599
10/03/2017 11:34:44.000          157.148              6.936    2515.765210
10/03/2017 11:34:45.000          156.997              6.910    2517.903964
10/03/2017 11:34:46.000          156.847              6.884    2520.056822
10/03/2017 11:34:47.000          156.696              6.859    2522.223748
10/03/2017 11:34:48.000          156.547              6.833    2524.404701
10/03/2017 11:34:49.000          156.397              6.807    2526.599643
10/03/2017 11:34:50.000          156.248              6.780    2528.808539
10/03/2017 11:34:51.000          156.099              6.754    2531.031346
10/03/2017 11:34:52.000          155.950              6.728    2533.268028
10/03/2017 11:34:53.000          155.801              6.701    2535.518545
10/03/2017 11:34:54.000          155.653              6.674    2537.782861
10/03/2017 11:34:55.000          155.505              6.647    2540.060934
10/03/2017 11:34:56.000          155.357              6.620    2542.352725
10/03/2017 11:34:57.000          155.210              6.593    2544.658196
10/03/2017 11:34:58.000          155.063              6.566    2546.977308
10/03/2017 11:34:59.000          154.916              6.538    2549.310023
10/03/2017 11:35:00.000          154.769              6.511    2551.656298
10/03/2017 11:35:01.000          154.623              6.483    2554.016095
10/03/2017 11:35:02.000          154.477              6.456    2556.389376
10/03/2017 11:35:03.000          154.331              6.428    2558.776102
10/03/2017 11:35:04.000          154.186              6.400    2561.176230
10/03/2017 11:35:05.000          154.041              6.372    2563.589721
10/03/2017 11:35:06.000          153.896              6.343    2566.016536
10/03/2017 11:35:07.000          153.751              6.315    2568.456636
10/03/2017 11:35:08.000          153.607              6.286    2570.909981
10/03/2017 11:35:09.000          153.463              6.258    2573.376528
10/03/2017 11:35:10.000          153.319              6.229    2575.856239
10/03/2017 11:35:11.000          153.176              6.200    2578.349074
10/03/2017 11:35:12.000          153.032              6.171    2580.854992
10/03/2017 11:35:13.000          152.890              6.142    2583.373953
10/03/2017 11:35:14.000          152.747              6.113    2585.905919
10/03/2017 11:35:15.000          152.605              6.084    2588.450845
10/03/2017 11:35:16.000          152.463              6.054    2591.008693
10/03/2017 11:35:17.000          152.321              6.025    2593.579421
10/03/2017 11:35:18.000          152.180              5.995    2596.162991
10/03/2017 11:35:19.000          152.039              5.966    2598.759361
10/03/2017 11:35:20.000          151.898              5.936    2601.368489
10/03/2017 11:35:21.000          151.757              5.906    2603.990339
10/03/2017 11:35:22.000          151.617              5.876    2606.624865
10/03/2017 11:35:23.000          151.477              5.846    2609.272027
10/03/2017 11:35:24.000          151.337              5.815    2611.931787
10/03/2017 11:35:25.000          151.198              5.785    2614.604101
10/03/2017 11:35:26.000          151.059              5.755    2617.288931
10/03/2017 11:35:27.000          150.920              5.724    2619.986234
